,Status,Levels,Rooms,Materials,Engagement,labels,source
3385,livable still in dwelling / building,no,no,roof,contractor,FS,fireplace
3386,livable still in dwelling / building,no,no,roof,attorney,FS,fireplace
3387,livable still in dwelling / building,no,no,roof,public adjuster,FS,fireplace
3388,livable still in dwelling / building,no,no,siding,no,CCC,fireplace
3389,livable still in dwelling / building,no,no,siding,contractor,FS,fireplace
3390,livable still in dwelling / building,no,no,siding,attorney,FS,fireplace
3391,livable still in dwelling / building,no,no,siding,public adjuster,FS,fireplace
3392,livable still in dwelling / building,no,no,hardscapes / fence,no,CCC,fireplace
3393,livable still in dwelling / building,no,no,hardscapes / fence,contractor,FS,fireplace
3394,livable still in dwelling / building,no,no,hardscapes / fence,attorney,FS,fireplace
3395,livable still in dwelling / building,no,no,hardscapes / fence,public adjuster,FS,fireplace
3396,livable still in dwelling / building,no,no,windows,no,CCC,fireplace
3397,livable still in dwelling / building,no,no,windows,contractor,FS,fireplace
3398,livable still in dwelling / building,no,no,windows,attorney,FS,fireplace
3399,livable still in dwelling / building,no,no,windows,public adjuster,FS,fireplace
3400,livable still in dwelling / building,no,no,exterior structure,no,CCC,fireplace
3401,livable still in dwelling / building,no,no,exterior structure,contractor,FS,fireplace
3402,livable still in dwelling / building,no,no,exterior structure,attorney,FS,fireplace
3403,livable still in dwelling / building,no,no,exterior structure,public adjuster,FS,fireplace
3404,livable still in dwelling / building,no,no,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3405,livable still in dwelling / building,no,no,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3406,livable still in dwelling / building,no,no,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3407,livable still in dwelling / building,no,no,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3408,livable still in dwelling / building,no,1-2 rooms,no,no,CCC,fireplace
3409,livable still in dwelling / building,no,1-2 rooms,no,contractor,FS,fireplace
3410,livable still in dwelling / building,no,1-2 rooms,no,attorney,FS,fireplace
3411,livable still in dwelling / building,no,1-2 rooms,no,public adjuster,FS,fireplace
3412,livable still in dwelling / building,no,1-2 rooms,floors,no,CCC,fireplace
3413,livable still in dwelling / building,no,1-2 rooms,floors,contractor,FS,fireplace
3414,livable still in dwelling / building,no,1-2 rooms,floors,attorney,FS,fireplace
3415,livable still in dwelling / building,no,1-2 rooms,floors,public adjuster,FS,fireplace
3416,livable still in dwelling / building,no,1-2 rooms,walls,no,CCC,fireplace
3417,livable still in dwelling / building,no,1-2 rooms,walls,contractor,FS,fireplace
3418,livable still in dwelling / building,no,1-2 rooms,walls,attorney,FS,fireplace
3419,livable still in dwelling / building,no,1-2 rooms,walls,public adjuster,FS,fireplace
3420,livable still in dwelling / building,no,1-2 rooms,ceiling,no,CCC,fireplace
3421,livable still in dwelling / building,no,1-2 rooms,ceiling,contractor,FS,fireplace
3422,livable still in dwelling / building,no,1-2 rooms,ceiling,attorney,FS,fireplace
3423,livable still in dwelling / building,no,1-2 rooms,ceiling,public adjuster,FS,fireplace
3424,livable still in dwelling / building,no,1-2 rooms,cabinets,no,CCC,fireplace
3425,livable still in dwelling / building,no,1-2 rooms,cabinets,contractor,FS,fireplace
3426,livable still in dwelling / building,no,1-2 rooms,cabinets,attorney,FS,fireplace
3427,livable still in dwelling / building,no,1-2 rooms,cabinets,public adjuster,FS,fireplace
3428,livable still in dwelling / building,no,1-2 rooms,contents (personal belongings),no,CCC,fireplace
3429,livable still in dwelling / building,no,1-2 rooms,contents (personal belongings),contractor,FS,fireplace
3430,livable still in dwelling / building,no,1-2 rooms,contents (personal belongings),attorney,FS,fireplace
3431,livable still in dwelling / building,no,1-2 rooms,contents (personal belongings),public adjuster,FS,fireplace
3432,livable still in dwelling / building,no,1-2 rooms,roof,no,CCC,fireplace
3433,livable still in dwelling / building,no,1-2 rooms,roof,contractor,FS,fireplace
3434,livable still in dwelling / building,no,1-2 rooms,roof,attorney,FS,fireplace
3435,livable still in dwelling / building,no,1-2 rooms,roof,public adjuster,FS,fireplace
3436,livable still in dwelling / building,no,1-2 rooms,siding,no,CCC,fireplace
3437,livable still in dwelling / building,no,1-2 rooms,siding,contractor,FS,fireplace
3438,livable still in dwelling / building,no,1-2 rooms,siding,attorney,FS,fireplace
3439,livable still in dwelling / building,no,1-2 rooms,siding,public adjuster,FS,fireplace
3440,livable still in dwelling / building,no,1-2 rooms,hardscapes / fence,no,CCC,fireplace
3441,livable still in dwelling / building,no,1-2 rooms,hardscapes / fence,contractor,FS,fireplace
3442,livable still in dwelling / building,no,1-2 rooms,hardscapes / fence,attorney,FS,fireplace
3443,livable still in dwelling / building,no,1-2 rooms,hardscapes / fence,public adjuster,FS,fireplace
3444,livable still in dwelling / building,no,1-2 rooms,windows,no,CCC,fireplace
3445,livable still in dwelling / building,no,1-2 rooms,windows,contractor,FS,fireplace
3446,livable still in dwelling / building,no,1-2 rooms,windows,attorney,FS,fireplace
3447,livable still in dwelling / building,no,1-2 rooms,windows,public adjuster,FS,fireplace
3448,livable still in dwelling / building,no,1-2 rooms,exterior structure,no,CCC,fireplace
3449,livable still in dwelling / building,no,1-2 rooms,exterior structure,contractor,FS,fireplace
3450,livable still in dwelling / building,no,1-2 rooms,exterior structure,attorney,FS,fireplace
3451,livable still in dwelling / building,no,1-2 rooms,exterior structure,public adjuster,FS,fireplace
3452,livable still in dwelling / building,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3453,livable still in dwelling / building,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3454,livable still in dwelling / building,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3455,livable still in dwelling / building,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3456,livable still in dwelling / building,no,3 rooms,no,no,CCC,fireplace
3457,livable still in dwelling / building,no,3 rooms,no,contractor,FS,fireplace
3458,livable still in dwelling / building,no,3 rooms,no,attorney,FS,fireplace
3459,livable still in dwelling / building,no,3 rooms,no,public adjuster,FS,fireplace
3460,livable still in dwelling / building,no,3 rooms,floors,no,CCC,fireplace
3461,livable still in dwelling / building,no,3 rooms,floors,contractor,FS,fireplace
3462,livable still in dwelling / building,no,3 rooms,floors,attorney,FS,fireplace
3463,livable still in dwelling / building,no,3 rooms,floors,public adjuster,FS,fireplace
3464,livable still in dwelling / building,no,3 rooms,walls,no,CCC,fireplace
3465,livable still in dwelling / building,no,3 rooms,walls,contractor,FS,fireplace
3466,livable still in dwelling / building,no,3 rooms,walls,attorney,FS,fireplace
3467,livable still in dwelling / building,no,3 rooms,walls,public adjuster,FS,fireplace
3468,livable still in dwelling / building,no,3 rooms,ceiling,no,CCC,fireplace
3469,livable still in dwelling / building,no,3 rooms,ceiling,contractor,FS,fireplace
3470,livable still in dwelling / building,no,3 rooms,ceiling,attorney,FS,fireplace
3471,livable still in dwelling / building,no,3 rooms,ceiling,public adjuster,FS,fireplace
3472,livable still in dwelling / building,no,3 rooms,cabinets,no,CCC,fireplace
3473,livable still in dwelling / building,no,3 rooms,cabinets,contractor,FS,fireplace
3474,livable still in dwelling / building,no,3 rooms,cabinets,attorney,FS,fireplace
3475,livable still in dwelling / building,no,3 rooms,cabinets,public adjuster,FS,fireplace
3476,livable still in dwelling / building,no,3 rooms,contents (personal belongings),no,CCC,fireplace
3477,livable still in dwelling / building,no,3 rooms,contents (personal belongings),contractor,FS,fireplace
3478,livable still in dwelling / building,no,3 rooms,contents (personal belongings),attorney,FS,fireplace
3479,livable still in dwelling / building,no,3 rooms,contents (personal belongings),public adjuster,FS,fireplace
3480,livable still in dwelling / building,no,3 rooms,roof,no,CCC,fireplace
3481,livable still in dwelling / building,no,3 rooms,roof,contractor,FS,fireplace
3482,livable still in dwelling / building,no,3 rooms,roof,attorney,FS,fireplace
3483,livable still in dwelling / building,no,3 rooms,roof,public adjuster,FS,fireplace
3484,livable still in dwelling / building,no,3 rooms,siding,no,CCC,fireplace
3485,livable still in dwelling / building,no,3 rooms,siding,contractor,FS,fireplace
3486,livable still in dwelling / building,no,3 rooms,siding,attorney,FS,fireplace
3487,livable still in dwelling / building,no,3 rooms,siding,public adjuster,FS,fireplace
3488,livable still in dwelling / building,no,3 rooms,hardscapes / fence,no,CCC,fireplace
3489,livable still in dwelling / building,no,3 rooms,hardscapes / fence,contractor,FS,fireplace
3490,livable still in dwelling / building,no,3 rooms,hardscapes / fence,attorney,FS,fireplace
3491,livable still in dwelling / building,no,3 rooms,hardscapes / fence,public adjuster,FS,fireplace
3492,livable still in dwelling / building,no,3 rooms,windows,no,CCC,fireplace
3493,livable still in dwelling / building,no,3 rooms,windows,contractor,FS,fireplace
3494,livable still in dwelling / building,no,3 rooms,windows,attorney,FS,fireplace
3495,livable still in dwelling / building,no,3 rooms,windows,public adjuster,FS,fireplace
3496,livable still in dwelling / building,no,3 rooms,exterior structure,no,CCC,fireplace
3497,livable still in dwelling / building,no,3 rooms,exterior structure,contractor,FS,fireplace
3498,livable still in dwelling / building,no,3 rooms,exterior structure,attorney,FS,fireplace
3499,livable still in dwelling / building,no,3 rooms,exterior structure,public adjuster,FS,fireplace
3500,livable still in dwelling / building,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3501,livable still in dwelling / building,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3502,livable still in dwelling / building,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3503,livable still in dwelling / building,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3504,livable still in dwelling / building,no,4 rooms,no,no,CCC,fireplace
3505,livable still in dwelling / building,no,4 rooms,no,contractor,FS,fireplace
3506,livable still in dwelling / building,no,4 rooms,no,attorney,FS,fireplace
3507,livable still in dwelling / building,no,4 rooms,no,public adjuster,FS,fireplace
3508,livable still in dwelling / building,no,4 rooms,floors,no,CCC,fireplace
3509,livable still in dwelling / building,no,4 rooms,floors,contractor,FS,fireplace
3510,livable still in dwelling / building,no,4 rooms,floors,attorney,FS,fireplace
3511,livable still in dwelling / building,no,4 rooms,floors,public adjuster,FS,fireplace
3512,livable still in dwelling / building,no,4 rooms,walls,no,CCC,fireplace
3513,livable still in dwelling / building,no,4 rooms,walls,contractor,FS,fireplace
3514,livable still in dwelling / building,no,4 rooms,walls,attorney,FS,fireplace
3515,livable still in dwelling / building,no,4 rooms,walls,public adjuster,FS,fireplace
3516,livable still in dwelling / building,no,4 rooms,ceiling,no,CCC,fireplace
3517,livable still in dwelling / building,no,4 rooms,ceiling,contractor,FS,fireplace
3518,livable still in dwelling / building,no,4 rooms,ceiling,attorney,FS,fireplace
3519,livable still in dwelling / building,no,4 rooms,ceiling,public adjuster,FS,fireplace
3520,livable still in dwelling / building,no,4 rooms,cabinets,no,CCC,fireplace
3521,livable still in dwelling / building,no,4 rooms,cabinets,contractor,FS,fireplace
3522,livable still in dwelling / building,no,4 rooms,cabinets,attorney,FS,fireplace
3523,livable still in dwelling / building,no,4 rooms,cabinets,public adjuster,FS,fireplace
3524,livable still in dwelling / building,no,4 rooms,contents (personal belongings),no,CCC,fireplace
3525,livable still in dwelling / building,no,4 rooms,contents (personal belongings),contractor,FS,fireplace
3526,livable still in dwelling / building,no,4 rooms,contents (personal belongings),attorney,FS,fireplace
3527,livable still in dwelling / building,no,4 rooms,contents (personal belongings),public adjuster,FS,fireplace
3528,livable still in dwelling / building,no,4 rooms,roof,no,CCC,fireplace
3529,livable still in dwelling / building,no,4 rooms,roof,contractor,FS,fireplace
3530,livable still in dwelling / building,no,4 rooms,roof,attorney,FS,fireplace
3531,livable still in dwelling / building,no,4 rooms,roof,public adjuster,FS,fireplace
3532,livable still in dwelling / building,no,4 rooms,siding,no,CCC,fireplace
3533,livable still in dwelling / building,no,4 rooms,siding,contractor,FS,fireplace
3534,livable still in dwelling / building,no,4 rooms,siding,attorney,FS,fireplace
3535,livable still in dwelling / building,no,4 rooms,siding,public adjuster,FS,fireplace
3536,livable still in dwelling / building,no,4 rooms,hardscapes / fence,no,CCC,fireplace
3537,livable still in dwelling / building,no,4 rooms,hardscapes / fence,contractor,FS,fireplace
3538,livable still in dwelling / building,no,4 rooms,hardscapes / fence,attorney,FS,fireplace
3539,livable still in dwelling / building,no,4 rooms,hardscapes / fence,public adjuster,FS,fireplace
3540,livable still in dwelling / building,no,4 rooms,windows,no,CCC,fireplace
3541,livable still in dwelling / building,no,4 rooms,windows,contractor,FS,fireplace
3542,livable still in dwelling / building,no,4 rooms,windows,attorney,FS,fireplace
3543,livable still in dwelling / building,no,4 rooms,windows,public adjuster,FS,fireplace
3544,livable still in dwelling / building,no,4 rooms,exterior structure,no,CCC,fireplace
3545,livable still in dwelling / building,no,4 rooms,exterior structure,contractor,FS,fireplace
3546,livable still in dwelling / building,no,4 rooms,exterior structure,attorney,FS,fireplace
3547,livable still in dwelling / building,no,4 rooms,exterior structure,public adjuster,FS,fireplace
3548,livable still in dwelling / building,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3549,livable still in dwelling / building,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3550,livable still in dwelling / building,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3551,livable still in dwelling / building,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3552,livable still in dwelling / building,no,5 or more rooms,no,no,CCC,fireplace
3553,livable still in dwelling / building,no,5 or more rooms,no,contractor,FS,fireplace
3554,livable still in dwelling / building,no,5 or more rooms,no,attorney,FS,fireplace
3555,livable still in dwelling / building,no,5 or more rooms,no,public adjuster,FS,fireplace
3556,livable still in dwelling / building,no,5 or more rooms,floors,no,CCC,fireplace
3557,livable still in dwelling / building,no,5 or more rooms,floors,contractor,FS,fireplace
3558,livable still in dwelling / building,no,5 or more rooms,floors,attorney,FS,fireplace
3559,livable still in dwelling / building,no,5 or more rooms,floors,public adjuster,FS,fireplace
3560,livable still in dwelling / building,no,5 or more rooms,walls,no,CCC,fireplace
3561,livable still in dwelling / building,no,5 or more rooms,walls,contractor,FS,fireplace
3562,livable still in dwelling / building,no,5 or more rooms,walls,attorney,FS,fireplace
3563,livable still in dwelling / building,no,5 or more rooms,walls,public adjuster,FS,fireplace
3564,livable still in dwelling / building,no,5 or more rooms,ceiling,no,CCC,fireplace
3565,livable still in dwelling / building,no,5 or more rooms,ceiling,contractor,FS,fireplace
3566,livable still in dwelling / building,no,5 or more rooms,ceiling,attorney,FS,fireplace
3567,livable still in dwelling / building,no,5 or more rooms,ceiling,public adjuster,FS,fireplace
3568,livable still in dwelling / building,no,5 or more rooms,cabinets,no,CCC,fireplace
3569,livable still in dwelling / building,no,5 or more rooms,cabinets,contractor,FS,fireplace
3570,livable still in dwelling / building,no,5 or more rooms,cabinets,attorney,FS,fireplace
3571,livable still in dwelling / building,no,5 or more rooms,cabinets,public adjuster,FS,fireplace
3572,livable still in dwelling / building,no,5 or more rooms,contents (personal belongings),no,CCC,fireplace
3573,livable still in dwelling / building,no,5 or more rooms,contents (personal belongings),contractor,FS,fireplace
3574,livable still in dwelling / building,no,5 or more rooms,contents (personal belongings),attorney,FS,fireplace
3575,livable still in dwelling / building,no,5 or more rooms,contents (personal belongings),public adjuster,FS,fireplace
3576,livable still in dwelling / building,no,5 or more rooms,roof,no,CCC,fireplace
3577,livable still in dwelling / building,no,5 or more rooms,roof,contractor,FS,fireplace
3578,livable still in dwelling / building,no,5 or more rooms,roof,attorney,FS,fireplace
3579,livable still in dwelling / building,no,5 or more rooms,roof,public adjuster,FS,fireplace
3580,livable still in dwelling / building,no,5 or more rooms,siding,no,CCC,fireplace
3581,livable still in dwelling / building,no,5 or more rooms,siding,contractor,FS,fireplace
3582,livable still in dwelling / building,no,5 or more rooms,siding,attorney,FS,fireplace
3583,livable still in dwelling / building,no,5 or more rooms,siding,public adjuster,FS,fireplace
3584,livable still in dwelling / building,no,5 or more rooms,hardscapes / fence,no,CCC,fireplace
3585,livable still in dwelling / building,no,5 or more rooms,hardscapes / fence,contractor,FS,fireplace
3586,livable still in dwelling / building,no,5 or more rooms,hardscapes / fence,attorney,FS,fireplace
3587,livable still in dwelling / building,no,5 or more rooms,hardscapes / fence,public adjuster,FS,fireplace
3588,livable still in dwelling / building,no,5 or more rooms,windows,no,CCC,fireplace
3589,livable still in dwelling / building,no,5 or more rooms,windows,contractor,FS,fireplace
3590,livable still in dwelling / building,no,5 or more rooms,windows,attorney,FS,fireplace
3591,livable still in dwelling / building,no,5 or more rooms,windows,public adjuster,FS,fireplace
3592,livable still in dwelling / building,no,5 or more rooms,exterior structure,no,CCC,fireplace
3593,livable still in dwelling / building,no,5 or more rooms,exterior structure,contractor,FS,fireplace
3594,livable still in dwelling / building,no,5 or more rooms,exterior structure,attorney,FS,fireplace
3595,livable still in dwelling / building,no,5 or more rooms,exterior structure,public adjuster,FS,fireplace
3596,livable still in dwelling / building,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3597,livable still in dwelling / building,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3598,livable still in dwelling / building,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3599,livable still in dwelling / building,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3600,livable temporarily displaced,no,no,no,no,CCC,fireplace
3601,livable temporarily displaced,no,no,no,contractor,FS,fireplace
3602,livable temporarily displaced,no,no,no,attorney,FS,fireplace
3603,livable temporarily displaced,no,no,no,public adjuster,FS,fireplace
3604,livable temporarily displaced,no,no,floors,no,CCC,fireplace
3605,livable temporarily displaced,no,no,floors,contractor,FS,fireplace
3606,livable temporarily displaced,no,no,floors,attorney,FS,fireplace
3607,livable temporarily displaced,no,no,floors,public adjuster,FS,fireplace
3608,livable temporarily displaced,no,no,walls,no,CCC,fireplace
3609,livable temporarily displaced,no,no,walls,contractor,FS,fireplace
3610,livable temporarily displaced,no,no,walls,attorney,FS,fireplace
3611,livable temporarily displaced,no,no,walls,public adjuster,FS,fireplace
3612,livable temporarily displaced,no,no,ceiling,no,CCC,fireplace
3613,livable temporarily displaced,no,no,ceiling,contractor,FS,fireplace
3614,livable temporarily displaced,no,no,ceiling,attorney,FS,fireplace
3615,livable temporarily displaced,no,no,ceiling,public adjuster,FS,fireplace
3616,livable temporarily displaced,no,no,cabinets,no,CCC,fireplace
3617,livable temporarily displaced,no,no,cabinets,contractor,FS,fireplace
3618,livable temporarily displaced,no,no,cabinets,attorney,FS,fireplace
3619,livable temporarily displaced,no,no,cabinets,public adjuster,FS,fireplace
3620,livable temporarily displaced,no,no,contents (personal belongings),no,CCC,fireplace
3621,livable temporarily displaced,no,no,contents (personal belongings),contractor,FS,fireplace
3622,livable temporarily displaced,no,no,contents (personal belongings),attorney,FS,fireplace
3623,livable temporarily displaced,no,no,contents (personal belongings),public adjuster,FS,fireplace
3624,livable temporarily displaced,no,no,roof,no,CCC,fireplace
3625,livable temporarily displaced,no,no,roof,contractor,FS,fireplace
3626,livable temporarily displaced,no,no,roof,attorney,FS,fireplace
3627,livable temporarily displaced,no,no,roof,public adjuster,FS,fireplace
3628,livable temporarily displaced,no,no,siding,no,CCC,fireplace
3629,livable temporarily displaced,no,no,siding,contractor,FS,fireplace
3630,livable temporarily displaced,no,no,siding,attorney,FS,fireplace
3631,livable temporarily displaced,no,no,siding,public adjuster,FS,fireplace
3632,livable temporarily displaced,no,no,hardscapes / fence,no,CCC,fireplace
3633,livable temporarily displaced,no,no,hardscapes / fence,contractor,FS,fireplace
3634,livable temporarily displaced,no,no,hardscapes / fence,attorney,FS,fireplace
3635,livable temporarily displaced,no,no,hardscapes / fence,public adjuster,FS,fireplace
3636,livable temporarily displaced,no,no,windows,no,CCC,fireplace
3637,livable temporarily displaced,no,no,windows,contractor,FS,fireplace
3638,livable temporarily displaced,no,no,windows,attorney,FS,fireplace
3639,livable temporarily displaced,no,no,windows,public adjuster,FS,fireplace
3640,livable temporarily displaced,no,no,exterior structure,no,CCC,fireplace
3641,livable temporarily displaced,no,no,exterior structure,contractor,FS,fireplace
3642,livable temporarily displaced,no,no,exterior structure,attorney,FS,fireplace
3643,livable temporarily displaced,no,no,exterior structure,public adjuster,FS,fireplace
3644,livable temporarily displaced,no,no,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3645,livable temporarily displaced,no,no,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3646,livable temporarily displaced,no,no,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3647,livable temporarily displaced,no,no,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3648,livable temporarily displaced,no,1-2 rooms,no,no,CCC,fireplace
3649,livable temporarily displaced,no,1-2 rooms,no,contractor,FS,fireplace
3650,livable temporarily displaced,no,1-2 rooms,no,attorney,FS,fireplace
3651,livable temporarily displaced,no,1-2 rooms,no,public adjuster,FS,fireplace
3652,livable temporarily displaced,no,1-2 rooms,floors,no,CCC,fireplace
3653,livable temporarily displaced,no,1-2 rooms,floors,contractor,FS,fireplace
3654,livable temporarily displaced,no,1-2 rooms,floors,attorney,FS,fireplace
3655,livable temporarily displaced,no,1-2 rooms,floors,public adjuster,FS,fireplace
3656,livable temporarily displaced,no,1-2 rooms,walls,no,CCC,fireplace
3657,livable temporarily displaced,no,1-2 rooms,walls,contractor,FS,fireplace
3658,livable temporarily displaced,no,1-2 rooms,walls,attorney,FS,fireplace
3659,livable temporarily displaced,no,1-2 rooms,walls,public adjuster,FS,fireplace
3660,livable temporarily displaced,no,1-2 rooms,ceiling,no,CCC,fireplace
3661,livable temporarily displaced,no,1-2 rooms,ceiling,contractor,FS,fireplace
3662,livable temporarily displaced,no,1-2 rooms,ceiling,attorney,FS,fireplace
3663,livable temporarily displaced,no,1-2 rooms,ceiling,public adjuster,FS,fireplace
3664,livable temporarily displaced,no,1-2 rooms,cabinets,no,CCC,fireplace
3665,livable temporarily displaced,no,1-2 rooms,cabinets,contractor,FS,fireplace
3666,livable temporarily displaced,no,1-2 rooms,cabinets,attorney,FS,fireplace
3667,livable temporarily displaced,no,1-2 rooms,cabinets,public adjuster,FS,fireplace
3668,livable temporarily displaced,no,1-2 rooms,contents (personal belongings),no,CCC,fireplace
3669,livable temporarily displaced,no,1-2 rooms,contents (personal belongings),contractor,FS,fireplace
3670,livable temporarily displaced,no,1-2 rooms,contents (personal belongings),attorney,FS,fireplace
3671,livable temporarily displaced,no,1-2 rooms,contents (personal belongings),public adjuster,FS,fireplace
3672,livable temporarily displaced,no,1-2 rooms,roof,no,CCC,fireplace
3673,livable temporarily displaced,no,1-2 rooms,roof,contractor,FS,fireplace
3674,livable temporarily displaced,no,1-2 rooms,roof,attorney,FS,fireplace
3675,livable temporarily displaced,no,1-2 rooms,roof,public adjuster,FS,fireplace
3676,livable temporarily displaced,no,1-2 rooms,siding,no,CCC,fireplace
3677,livable temporarily displaced,no,1-2 rooms,siding,contractor,FS,fireplace
3678,livable temporarily displaced,no,1-2 rooms,siding,attorney,FS,fireplace
3679,livable temporarily displaced,no,1-2 rooms,siding,public adjuster,FS,fireplace
3680,livable temporarily displaced,no,1-2 rooms,hardscapes / fence,no,CCC,fireplace
3681,livable temporarily displaced,no,1-2 rooms,hardscapes / fence,contractor,FS,fireplace
3682,livable temporarily displaced,no,1-2 rooms,hardscapes / fence,attorney,FS,fireplace
3683,livable temporarily displaced,no,1-2 rooms,hardscapes / fence,public adjuster,FS,fireplace
3684,livable temporarily displaced,no,1-2 rooms,windows,no,CCC,fireplace
3685,livable temporarily displaced,no,1-2 rooms,windows,contractor,FS,fireplace
3686,livable temporarily displaced,no,1-2 rooms,windows,attorney,FS,fireplace
3687,livable temporarily displaced,no,1-2 rooms,windows,public adjuster,FS,fireplace
3688,livable temporarily displaced,no,1-2 rooms,exterior structure,no,CCC,fireplace
3689,livable temporarily displaced,no,1-2 rooms,exterior structure,contractor,FS,fireplace
3690,livable temporarily displaced,no,1-2 rooms,exterior structure,attorney,FS,fireplace
3691,livable temporarily displaced,no,1-2 rooms,exterior structure,public adjuster,FS,fireplace
3692,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,fireplace
3693,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,fireplace
3694,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,fireplace
3695,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,fireplace
3696,livable temporarily displaced,no,3 rooms,no,no,CCC,fireplace
3697,livable temporarily displaced,no,3 rooms,no,contractor,FS,fireplace
3698,livable temporarily displaced,no,3 rooms,no,attorney,FS,fireplace
3699,livable temporarily displaced,no,3 rooms,no,public adjuster,FS,fireplace
3700,livable temporarily displaced,no,3 rooms,floors,no,CCC,fireplace
3701,livable temporarily displaced,no,3 rooms,floors,contractor,FS,fireplace
3702,livable temporarily displaced,no,3 rooms,floors,attorney,FS,fireplace
3703,livable temporarily displaced,no,3 rooms,floors,public adjuster,FS,fireplace
3704,livable temporarily displaced,no,3 rooms,walls,no,CCC,fireplace
3705,livable temporarily displaced,no,3 rooms,walls,contractor,FS,fireplace
3706,livable temporarily displaced,no,3 rooms,walls,attorney,FS,fireplace
3707,livable temporarily displaced,no,3 rooms,walls,public adjuster,FS,fireplace
3708,livable temporarily displaced,no,3 rooms,ceiling,no,CCC,fireplace
3709,livable temporarily displaced,no,3 rooms,ceiling,contractor,FS,fireplace
3710,livable temporarily displaced,no,3 rooms,ceiling,attorney,FS,fireplace
3711,livable temporarily displaced,no,3 rooms,ceiling,public adjuster,FS,fireplace
3712,livable temporarily displaced,no,3 rooms,cabinets,no,CCC,fireplace
3713,livable temporarily displaced,no,3 rooms,cabinets,contractor,FS,fireplace
3714,livable temporarily displaced,no,3 rooms,cabinets,attorney,FS,fireplace
3715,livable temporarily displaced,no,3 rooms,cabinets,public adjuster,FS,fireplace
3716,livable temporarily displaced,no,3 rooms,contents (personal belongings),no,CCC,fireplace
3717,livable temporarily displaced,no,3 rooms,contents (personal belongings),contractor,FS,fireplace
3718,livable temporarily displaced,no,3 rooms,contents (personal belongings),attorney,FS,fireplace
3719,livable temporarily displaced,no,3 rooms,contents (personal belongings),public adjuster,FS,fireplace
3720,livable temporarily displaced,no,3 rooms,roof,no,CCC,fireplace
3721,livable temporarily displaced,no,3 rooms,roof,contractor,FS,fireplace
3722,livable temporarily displaced,no,3 rooms,roof,attorney,FS,fireplace
3723,livable temporarily displaced,no,3 rooms,roof,public adjuster,FS,fireplace
3724,livable temporarily displaced,no,3 rooms,siding,no,CCC,fireplace
3725,livable temporarily displaced,no,3 rooms,siding,contractor,FS,fireplace
3726,livable temporarily displaced,no,3 rooms,siding,attorney,FS,fireplace
3727,livable temporarily displaced,no,3 rooms,siding,public adjuster,FS,fireplace
3728,livable temporarily displaced,no,3 rooms,hardscapes / fence,no,CCC,fireplace
3729,livable temporarily displaced,no,3 rooms,hardscapes / fence,contractor,FS,fireplace
3730,livable temporarily displaced,no,3 rooms,hardscapes / fence,attorney,FS,fireplace
3731,livable temporarily displaced,no,3 rooms,hardscapes / fence,public adjuster,FS,fireplace
3732,livable temporarily displaced,no,3 rooms,windows,no,CCC,fireplace
3733,livable temporarily displaced,no,3 rooms,windows,contractor,FS,fireplace
3734,livable temporarily displaced,no,3 rooms,windows,attorney,FS,fireplace
